INDV,O(HOM),E(HOM),N_SITES,F,O(HET),Prop,Species,Chrom,SEXO
D3_USD_Hvenez_L1,2417573,2227630,2428496,0.94562,10923,0.004497846,H.hewitsoni,Chr3,Male
D5208__Hvenez_L1,2341525,2192009.1,2389551,0.75688,48026,0.020098336,H.antiochus,Chr3,Male
D5211__Hvenez_L1,2443610,2365081.2,2583797,0.35904,140187,0.054256197,H.sara,Chr3,Male
D5213__Hvenez_L1,2399296,2248245.4,2451673,0.74253,52377,0.021363779,H.antiochus,Chr3,Male
D5221__Hvenez_L1,2361850,2213810.1,2413341,0.74194,51491,0.021335982,H.antiochus,Chr3,Female
D5248__Hvenez_L1,2491578,2390111.5,2611882,0.45753,120304,0.046060274,H.sara,Chr3,Female
D5253__Hvenez_L1,2371826,2210510.6,2409860,0.80921,38034,0.01578266,H.antiochus,Chr3,Male
D5259__Hvenez_L1,2388741,2237816.3,2439839,0.74707,51098,0.020943185,H.antiochus,Chr3,Male
D5270__Hvenez_L1,2362694,2229968.7,2431354,0.65906,68660,0.028239409,H.antiochus,Chr3,Male
D5273__Hvenez_L1,2338020,2206141.5,2404185,0.66591,66165,0.027520761,H.antiochus,Chr3,Female
D5276__Hvenez_L1,2362470,2229228.1,2430234,0.66288,67764,0.027883735,H.antiochus,Chr3,Female
D6_USD_Hvenez_L1,2375417,2183110.4,2378750,0.98296,3333,0.001401156,H.hewitsoni,Chr3,Female
D7_USD_Hvenez_L1,2369480,2184174,2379787,0.94731,10307,0.00433106,H.hewitsoni,Chr3,Male
R_1163_Hasnov_L8,2394535,2251781.6,2454802,0.70315,60267,0.024550656,H.antiochus,Chr3,Male
R_15_D_Hssara_L1,2450660,2375860.9,2595437,0.34065,144777,0.055781358,H.sara,Chr3,Male
R_16_D_Hssara_L1,2458303,2382686,2603099,0.34307,144796,0.055624469,H.sara,Chr3,Male
R_2794_Hssaph_L7,2367257,2211967.4,2409973,0.78427,42716,0.01772468,H.sapho,Chr3,Female
R_31_D_Hsmagd_L1,2512602,2409153.1,2632876,0.4624,120274,0.045681604,H.sara,Chr3,Male
R_32_D_Hsmagd_L2,2515036,2413049.6,2637141,0.45511,122105,0.046302037,H.sara,Chr3,Male
R_3467_Hssara_L1,2450053,2375182.3,2594694,0.34108,144641,0.055744916,H.sara,Chr3,Male
R_3510_Hschoc_L8,2394559,2238185.5,2439360,0.7773,44801,0.018365883,H.sapho,Chr3,Female
R_3511_Hschoc_L2,2396822,2242117.8,2443451,0.7684,46629,0.019083256,H.sapho,Chr3,Male
R_35_D_Hssara_L1,2450591,2373838,2593247,0.34982,142656,0.055010572,H.sara,Chr3,Female
R_36_D_Hssara_L8,2416734,2422723.4,2647118,-0.02669,230384,0.08703201,H.sara,Chr3,Female
R_3751_Hssara_L8,2466217,2393737.5,2615341,0.32707,149124,0.057018951,H.sara,Chr3,Female
R_37_D_Hssara_L2,2402469,2411460.4,2634412,-0.04033,231943,0.088043556,H.sara,Chr3,Female
R_4134_Hsmagd_L7,2476420,2402809.1,2625463,0.33061,149043,0.056768273,H.sara,Chr3,Male
R_4186_Hsmagd_L8,2501089,2397543.8,2619913,0.46565,118824,0.045354178,H.sara,Chr3,Male
R_4187_Hsmagd_L1,2520931,2417568.6,2642070,0.46041,121139,0.045850034,H.sara,Chr3,Male
R_4510_Hssaph_L8,2430136,2276003.9,2481575,0.74978,51439,0.020728368,H.sapho,Chr3,Female
R_4590_Hsspru_L2,2508354,2406479.3,2629938,0.4559,121584,0.046230748,H.sara,Chr3,Male
R_4591_Hsspru_L1,2495572,2393452.2,2615417,0.46007,119845,0.045822521,H.sara,Chr3,Male
R_4597_Hsspru_L7,2511138,2410641.2,2634540,0.44885,123402,0.046840056,H.sara,Chr3,Female
R_4864_Heeleu_L7,2394969,2236731.7,2437728,0.78726,42759,0.017540513,H.eleuchia,Chr3,Female
R_4871_Heeleu_L8,2366936,2210848.7,2408880,0.7882,41944,0.017412241,H.eleuchia,Chr3,Male
R_5074_Haaran_L7,2386412,2235780.1,2437000,0.74859,50588,0.020758309,H.antiochus,Chr3,Female
R_5091_Hssaph_L8,2415924,2263650.4,2467387,0.7474,51463,0.020857287,H.sapho,Chr3,Female
R_5092_Hssaph_L1,2423440,2276908.1,2481990,0.7145,58550,0.023589942,H.sapho,Chr3,Female
R_5237_Hssaph_L3,2390304,2239292.7,2440707,0.74975,50403,0.020650984,H.sapho,Chr3,Male
R_5314_Hssaph_L3,2392320,2241368.3,2442928,0.74892,50608,0.020716124,H.sapho,Chr3,Female
R_5324_Hssaph_L3,2407128,2254399.3,2457318,0.75266,50190,0.020424707,H.sapho,Chr3,Male
R_806__Hccong_L1,2417413,2240937.3,2442592,0.87514,25179,0.010308312,H.congener,Chr3,Female
R_807__Hccong_L1,2402666,2226133.5,2426021,0.88316,23355,0.009626875,H.congener,Chr3,Male
R_808__Hccong_L1,2387702,2213353.1,2411773,0.87869,24071,0.009980624,H.congener,Chr3,Male
R_812__Hssara_L3,2455970,2380466.3,2600537,0.34309,144567,0.055591211,H.sara,Chr3,Female
R_820__Hssara_L3,2464625,2390142.8,2611407,0.33662,146782,0.056208014,H.sara,Chr3,Male
R_828__Hssara_L3,2460082,2382933.2,2603317,0.35007,143235,0.055020192,H.sara,Chr3,Male
R_831__Hccong_L7,2308431,2146282.1,2336133,0.85409,27702,0.011858058,H.congener,Chr3,Female
R_869__Heprim_L3,2306599,2150682.1,2342577,0.81251,35978,0.0153583,H.eleuchia,Chr3,Male
R_870__Heprim_L3,2356363,2198140.6,2395084,0.80339,38721,0.016166865,H.eleuchia,Chr3,Female
R_871__Hsspru_L3,2514098,2406931.3,2630354,0.47966,116256,0.044197853,H.sara,Chr3,Male
R_886__Hsspru_L3,2515321,2408859.8,2632499,0.47604,117178,0.044512078,H.sara,Chr3,Male
R_887__Heprim_L3,2275910,2121629.9,2310469,0.81699,34559,0.014957569,H.eleuchia,Chr3,Female
R_888__Heprim_L3,2298679,2144459.7,2335820,0.80591,37141,0.015900626,H.eleuchia,Chr3,Male
S1053__Hssara_L7,2487215,2413459.7,2637219,0.32962,150004,0.056879614,H.sara,Chr3,Male
S12_US_Hssara_L7,2483988,2410311.3,2633779,0.3297,149791,0.056873033,H.sara,Chr3,Female
S1_USD_Hssara_L7,2475810,2403784,2626613,0.32323,150803,0.057413483,H.sara,Chr3,Male
S2083__Heeleu_L2,2469587,2273362.5,2478843,0.95495,9256,0.003734,H.eleuchia,Chr3,Male
S21203_Haanti_L5,2440878,2305765,2515146,0.6453,74268,0.029528306,H.antiochus,Chr3,Female
S21204_Hssara_L5,2482049,2407736.1,2630856,0.33306,148807,0.056562199,H.sara,Chr3,Male
S21229_Haanti_L5,2421148,2286886.2,2494263,0.64743,73115,0.029313268,H.antiochus,Chr3,Male
S21234_Haanti_L2,2440418,2303908.2,2512981,0.65293,72563,0.028875268,H.antiochus,Chr3,Female
S2172__Hsmagd_L5,2506861,2430579.1,2656406,0.33779,149545,0.056295988,H.sara,Chr3,Male
S2852__Heprim_L2,2412807,2249891.4,2452581,0.80377,39774,0.016217201,H.eleuchia,Chr3,Male
S29_US_Hsmagd_L2,2427294,2451630.6,2679793,-0.10666,252499,0.094223322,H.sara,Chr3,Male
S3106__Heeleu_L2,2330557,2147497.5,2339449,0.95368,8892,0.003800895,H.eleuchia,Chr3,Male
S337_1_Haanti_L2,2434880,2298807.6,2507455,0.65216,72575,0.02894369,H.antiochus,Chr3,Male
S33_US_Hlpseu_L5,2474434,2316573.3,2529379,0.74181,54945,0.021722723,H.leucadia,Chr3,Male
S3533__Hsmagd_L5,2533921,2433842.4,2660234,0.44206,126313,0.047481913,H.sara,Chr3,Male
S40203_Hccong_L2,2443623,2265749.2,2470464,0.86889,26841,0.010864761,H.congener,Chr3,Male
S40219_Hssara_L7,2483140,2409759.7,2633100,0.32856,149960,0.056951882,H.sara,Chr3,Male
S40343_Heprim_L2,2406877,2245471.5,2447886,0.7974,41009,0.016752823,H.eleuchia,Chr3,Male
S4096__Haanti_L5,2432552,2297890.1,2506486,0.64556,73934,0.029497073,H.antiochus,Chr3,Female
S4097__Haanti_L5,2435332,2301356.5,2510222,0.64144,74890,0.029834015,H.antiochus,Chr3,Male
S4346__Hsmagd_L5,2472472,2398307.4,2620425,0.3339,147953,0.056461452,H.sara,Chr3,Female
S4704__Hselek_L5,2553740,2407429.6,2630924,0.65465,77184,0.029337221,H.sara,Chr3,Male
S4895__Hasnov_L2,2459390,2315257.3,2525656,0.68505,66266,0.026237144,H.antiochus,Chr3,Female
S4897__Haaran_L2,2427105,2286668.9,2493893,0.6777,66788,0.02678062,H.antiochus,Chr3,Male
S534_U_Heeleu_L5,2462084,2300072,2508810,0.77615,46726,0.018624766,H.eleuchia,Chr3,Male
S5_USD_Hssara_L7,2460591,2386346.6,2607170,0.33622,146579,0.056221497,H.sara,Chr3,Male
S857_U_Heeleu_L2,2457096,2261516.4,2465587,0.95839,8491,0.003443805,H.eleuchia,Chr3,Female
S8970__Heeleu_L2,2424065,2263545.5,2467913,0.78545,43848,0.017767239,H.eleuchia,Chr3,Female
S8_USD_Hssara_L7,2483970,2409854.4,2633218,0.33182,149248,0.056678938,H.sara,Chr3,Male
S9556__Haaran_L2,2437678,2279926.7,2486326,0.7643,48648,0.019566219,H.antiochus,Chr3,Female
A2458__Heeleu_L2,2207095,2020759.5,2214182,0.96336,7087,0.003200731,H.eleuchia,Chr4,Male
A2790__Hssaph_L2,2264357,2094266.9,2295957,0.84332,31600,0.013763324,H.sapho,Chr4,Male
A28_US_Hasnov_L2,2225807,2045842.3,2242093,0.91701,16286,0.007263749,H.congener,Chr4,Male
A3154__Heeleu_L2,2257541,2066669.8,2265325,0.96082,7784,0.003436152,H.eleuchia,Chr4,Male
A323_U_Hasnov_L2,2136595,2113893,2318879,0.11075,182284,0.078608673,H.antiochus,Chr4,Female
A3491__Hschoc_L3,2006303,1953055.5,2139711,0.28527,133408,0.062348607,H.sapho,Chr4,Female
A3497__Hschoc,2257764,2086856.2,2287823,0.85043,30059,0.013138691,H.sapho,Chr4,Male
A3501__Hschoc_L2,2237413,2068809.4,2267414,0.84894,30001,0.013231373,H.sapho,Chr4,Male
A3646__Heeleu_L2,2205793,2035138.3,2230646,0.87288,24853,0.011141615,H.eleuchia,Chr4,Male
A3740__Hcaqui_L2,2291694,2104978.3,2308454,0.91763,16760,0.00726027,H.congener,Chr4,Male
A3837__Hcaqui_L2,2274055,2084720.1,2285779,0.94169,11724,0.005129105,H.congener,Chr4,Male
A3856__Hsspru_L1,2321743,2283497.1,2510589,0.16842,188846,0.075219799,H.sara,Chr4,Female
A3858__Hsspru_L1,2373055,2261093.6,2485589,0.49872,112534,0.045274581,H.sara,Chr4,Female
A3861__Hsspru_L1,2372351,2262243.1,2486864,0.49019,114513,0.04604715,H.sara,Chr4,Female
A3900__Hsmagd_L1,2368709,2264779.1,2489680,0.46211,120971,0.048588975,H.sara,Chr4,Female
A4016__Hlleuc,2317399,2146658.6,2357224,0.81087,39825,0.016894873,H.leucadia,Chr4,Female
A4121__Hssara_L1,2338260,2258574.2,2482449,0.35594,144189,0.058083368,H.sara,Chr4,Male
A4272__Hssara_L1,2322975,2243266.8,2465395,0.35884,142420,0.057767619,H.sara,Chr4,Male
A4278__Hcaqui_L2,2256229,2072926.1,2272378,0.91903,16149,0.007106652,H.congener,Chr4,Male
A4340__Hsmagd_L1,2321540,2238821.2,2460417,0.37329,138877,0.056444497,H.sara,Chr4,Male
A4343__Hssara_L1,2331000,2249038.2,2471771,0.36798,140771,0.056951473,H.sara,Chr4,Female
A4489__Hssara_L1,2337255,2258055.8,2481833,0.35392,144578,0.058254524,H.sara,Chr4,Male
A4534__Hsbrev_L2,2375467,2271810.1,2497479,0.45933,122012,0.048854064,H.sara,Chr4,Female
A4538__Hsbrev_L2,2373353,2268950.4,2494278,0.46334,120925,0.048480963,H.sara,Chr4,Male
A4678__Hselek_L2,2397048,2250178.6,2473426,0.65788,76378,0.030879436,H.sara,Chr4,Female
A4680__Hselek_L6,2368261,2237691.3,2459565,0.58849,91304,0.037122011,H.sara,Chr4,Male
A4683__Hselek_L2,2383878,2235061.6,2456667,0.67154,72789,0.029629168,H.sara,Chr4,Female
A4749__Heeleu,2012641,1966090.3,2154042,0.24767,141401,0.065644495,H.eleuchia,Chr4,Female
D3_USD_Hvenez_L1,2215344,2027993.4,2222926,0.9611,7582,0.00341082,H.hewitsoni,Chr4,Male
D5208__Hvenez_L1,2144393,1987778.4,2178421,0.82151,34028,0.015620488,H.antiochus,Chr4,Male
D5211__Hvenez_L1,2294901,2212078.1,2430738,0.37877,135837,0.055883028,H.sara,Chr4,Male
D5213__Hvenez_L1,2204578,2045449.4,2242472,0.80767,37894,0.016898316,H.antiochus,Chr4,Male
D5221__Hvenez_L1,2000118,1980246,2170266,0.10458,170148,0.078399606,H.antiochus,Chr4,Female
D5248__Hvenez_L1,2332252,2227941.7,2448893,0.4721,116641,0.047630092,H.sara,Chr4,Female
D5253__Hvenez_L1,2174781,2008945.8,2201986,0.85907,27205,0.012354756,H.antiochus,Chr4,Male
D5259__Hvenez_L1,2193853,2034248.6,2229769,0.81631,35916,0.016107498,H.antiochus,Chr4,Male
D5270__Hvenez_L1,2167210,2026142.5,2220793,0.72472,53583,0.024127868,H.antiochus,Chr4,Male
D5273__Hvenez_L1,1982975,1962203.9,2150056,0.11057,167081,0.077710069,H.antiochus,Chr4,Female
D5276__Hvenez_L1,2023724,2003007.8,2195697,0.10751,171973,0.078322738,H.antiochus,Chr4,Female
D6_USD_Hvenez_L1,1937351,1894747.6,2075426,0.2358,138075,0.06652851,H.hewitsoni,Chr4,Female
D7_USD_Hvenez_L1,2171017,1986981.8,2176746,0.96981,5729,0.00263191,H.hewitsoni,Chr4,Male
R_1163_Hasnov_L8,2196064,2043776.6,2239909,0.77645,43845,0.019574456,H.antiochus,Chr4,Male
R_15_D_Hssara_L1,2296349,2214123.2,2432918,0.37581,136569,0.056133828,H.sara,Chr4,Male
R_16_D_Hssara_L1,2304398,2220658.8,2440050,0.38169,135652,0.055593943,H.sara,Chr4,Male
R_2794_Hssaph_L7,1893436,1843646.9,2018396,0.28492,124960,0.061910547,H.sapho,Chr4,Female
R_31_D_Hsmagd_L1,2351945,2247224.8,2470107,0.46985,118162,0.047836794,H.sara,Chr4,Male
R_32_D_Hsmagd_L2,2356516,2250417.7,2473739,0.47509,117223,0.047386972,H.sara,Chr4,Male
R_3467_Hssara_L1,2306998,2232726.1,2453731,0.33606,146733,0.059799954,H.sara,Chr4,Male
R_3510_Hschoc_L8,1959431,1907787.5,2089757,0.2838,130326,0.062364189,H.sapho,Chr4,Female
R_3511_Hschoc_L2,2204721,2036535.3,2231253,0.86374,26532,0.011891076,H.sapho,Chr4,Male
R_35_D_Hssara_L1,2299958,2217745.4,2436795,0.37531,136837,0.056154498,H.sara,Chr4,Female
R_36_D_Hssara_L8,2265941,2261515.7,2485432,0.01976,219491,0.088311006,H.sara,Chr4,Female
R_3751_Hssara_L8,2311079,2229644.2,2450172,0.36927,139093,0.056768668,H.sara,Chr4,Female
R_37_D_Hssara_L2,2252267,2250435.9,2472732,0.00824,220465,0.089158469,H.sara,Chr4,Female
R_4134_Hsmagd_L7,2323253,2243612.1,2465791,0.35845,142538,0.057806197,H.sara,Chr4,Male
R_4186_Hsmagd_L8,2340539,2232602.5,2453869,0.48781,113330,0.04618421,H.sara,Chr4,Male
R_4187_Hsmagd_L1,2361952,2256920.5,2481003,0.46872,119051,0.047985029,H.sara,Chr4,Male
R_4510_Hssaph_L8,2057414,2001540.4,2193393,0.29123,135979,0.061994818,H.sapho,Chr4,Female
R_4590_Hsspru_L2,2351012,2246152.1,2468846,0.47087,117834,0.047728372,H.sara,Chr4,Male
R_4591_Hsspru_L1,2334659,2228850.8,2449651,0.4792,114992,0.046942197,H.sara,Chr4,Male
R_4597_Hsspru_L7,2354225,2250184.3,2473421,0.46606,119196,0.048190745,H.sara,Chr4,Female
R_4864_Heeleu_L7,1981085,1936333.9,2120985,0.24235,139900,0.06595992,H.eleuchia,Chr4,Female
R_4871_Heeleu_L8,2172254,2004679,2195934,0.87619,23680,0.010783566,H.eleuchia,Chr4,Male
R_5074_Haaran_L7,2040312,2019372.1,2213510,0.10786,173198,0.078245863,H.antiochus,Chr4,Female
R_5091_Hssaph_L8,2009983,1956658.8,2143779,0.28497,133796,0.062411284,H.sapho,Chr4,Female
R_5092_Hssaph_L1,2042463,1992281.4,2182782,0.26342,140319,0.064284477,H.sapho,Chr4,Female
R_5237_Hssaph_L3,2201633,2037410.7,2232721,0.84083,31088,0.013923818,H.sapho,Chr4,Male
R_5314_Hssaph_L3,1970261,1918464.9,2101627,0.28279,131366,0.06250681,H.sapho,Chr4,Female
R_5324_Hssaph_L3,2215702,2050909.9,2247711,0.83735,32009,0.01424071,H.sapho,Chr4,Male
R_806__Hccong_L1,2019238,1977119.9,2166721,0.22214,147483,0.06806737,H.congener,Chr4,Female
R_807__Hccong_L1,2201894,2023539.5,2217347,0.92027,15453,0.006969139,H.congener,Chr4,Male
R_808__Hccong_L1,2186698,2009662,2201839,0.92121,15141,0.006876525,H.congener,Chr4,Male
R_812__Hssara_L3,2304038,2222824.7,2442607,0.36952,138569,0.056729961,H.sara,Chr4,Female
R_820__Hssara_L3,2316435,2232425.5,2453330,0.3803,136895,0.055799668,H.sara,Chr4,Male
R_828__Hssara_L3,2307326,2225754.9,2445765,0.37076,138439,0.056603558,H.sara,Chr4,Male
R_831__Hccong_L7,1843642,1805096.8,1972965,0.22962,129323,0.065547539,H.congener,Chr4,Female
R_869__Heprim_L3,2110449,1945868.6,2130750,0.89019,20301,0.009527631,H.eleuchia,Chr4,Male
R_870__Heprim_L3,1877092,1835459.9,2009441,0.23929,132349,0.065863591,H.eleuchia,Chr4,Female
R_871__Hsspru_L3,2346422,2239341.3,2461304,0.48243,114882,0.046675258,H.sara,Chr4,Male
R_886__Hsspru_L3,2351553,2247400.3,2470339,0.46718,118786,0.048084898,H.sara,Chr4,Male
R_887__Heprim_L3,1755967,1716364.5,1877308,0.24606,121341,0.064635638,H.eleuchia,Chr4,Female
R_888__Heprim_L3,2103553,1939759.7,2124080,0.88863,20527,0.009663949,H.eleuchia,Chr4,Male
S1053__Hssara_L7,2334798,2253991.7,2477413,0.36168,142615,0.057566098,H.sara,Chr4,Male
S12_US_Hssara_L7,2328310,2248669.8,2471440,0.3575,143130,0.057913605,H.sara,Chr4,Female
S1_USD_Hssara_L7,2322255,2241018.4,2462844,0.36622,140589,0.057084005,H.sara,Chr4,Male
S2083__Heeleu_L2,2261213,2069078.4,2268577,0.96309,7364,0.003246088,H.eleuchia,Chr4,Male
S21203_Haanti_L5,2161685,2139742.2,2348451,0.10514,186766,0.079527314,H.antiochus,Chr4,Female
S21204_Hssara_L5,2328307,2248271.2,2471025,0.3593,142718,0.057756599,H.sara,Chr4,Male
S21229_Haanti_L5,2224809,2081653.7,2282554,0.71257,57745,0.025298416,H.antiochus,Chr4,Male
S21234_Haanti_L2,2158514,2135228.5,2343293,0.11191,184779,0.078854416,H.antiochus,Chr4,Female
S2172__Hsmagd_L5,2344685,2267455.2,2492418,0.3433,147733,0.059272963,H.sara,Chr4,Male
S2852__Heprim_L2,2212482,2038468.5,2234043,0.88976,21561,0.009651112,H.eleuchia,Chr4,Male
S29_US_Hsmagd_L2,2272034,2287963.2,2515436,-0.07003,243402,0.096763344,H.sara,Chr4,Male
S3106__Heeleu_L2,2126289,1947171.5,2132829,0.96477,6540,0.00306635,H.eleuchia,Chr4,Male
S337_1_Haanti_L2,2241572,2095236.7,2297397,0.72386,55825,0.02429924,H.antiochus,Chr4,Male
S33_US_Hlpseu_L5,2319656,2162374.9,2374892,0.74009,55236,0.023258321,H.leucadia,Chr4,Male
S3533__Hsmagd_L5,2375811,2271607.2,2497392,0.46152,121581,0.048683186,H.sara,Chr4,Male
S40203_Hccong_L2,2237884,2057503.6,2255496,0.91105,17612,0.007808482,H.congener,Chr4,Male
S40219_Hssara_L7,2327728,2249830.8,2472698,0.34952,144970,0.058628268,H.sara,Chr4,Male
S40343_Heprim_L2,2211243,2038795,2234643,0.88052,23400,0.010471471,H.eleuchia,Chr4,Male
S4096__Haanti_L5,2153217,2130390.3,2337735,0.11009,184518,0.078930247,H.antiochus,Chr4,Female
S4097__Haanti_L5,2243022,2098271,2301067,0.71378,58045,0.025225254,H.antiochus,Chr4,Male
S4346__Hsmagd_L5,2320306,2239945.4,2461742,0.36232,141436,0.057453624,H.sara,Chr4,Female
S4704__Hselek_L5,2392385,2248236.1,2471361,0.64605,78976,0.031956481,H.sara,Chr4,Male
S4895__Hasnov_L2,2187755,2162875.7,2374182,0.11774,186427,0.078522624,H.antiochus,Chr4,Female
S4897__Haaran_L2,2235831,2080382.6,2281093,0.77449,45262,0.019842242,H.antiochus,Chr4,Male
S534_U_Heeleu_L5,2268099,2092750.9,2295077,0.86666,26978,0.011754725,H.eleuchia,Chr4,Male
S5_USD_Hssara_L7,2308742,2228266.8,2448657,0.36515,139915,0.057139485,H.sara,Chr4,Male
S857_U_Heeleu_L2,2103401,2045822.1,2243515,0.29125,140114,0.062452892,H.eleuchia,Chr4,Female
S8970__Heeleu_L2,2042940,1995643.9,2187514,0.2465,144574,0.066090548,H.eleuchia,Chr4,Female
S8_USD_Hssara_L7,2329573,2250474.4,2473487,0.35468,143914,0.058182639,H.sara,Chr4,Male
S9556__Haaran_L2,2135403,2112223.5,2317495,0.11292,182092,0.078572769,H.antiochus,Chr4,Female
A2458__Heeleu_L2,2132346,1959322.1,2136690,0.97551,4344,0.002033051,H.eleuchia,Chr5,Male
A2790__Hssaph_L2,2173290,2036263.9,2222246,0.73677,48956,0.022029964,H.sapho,Chr5,Male
A28_US_Hasnov_L2,2149183,1992969.6,2174033,0.86276,24850,0.011430369,H.congener,Chr5,Male
A3154__Heeleu_L2,2180637,2006595.8,2189059,0.95384,8422,0.003847315,H.eleuchia,Chr5,Male
A323_U_Hasnov_L2,2156429,2019693.4,2203870,0.74242,47441,0.021526224,H.antiochus,Chr5,Female
A3491__Hschoc_L3,2141855,2003504.3,2185659,0.75952,43804,0.020041553,H.sapho,Chr5,Female
A3497__Hschoc,2164801,2027046.8,2212039,0.74465,47238,0.021354958,H.sapho,Chr5,Male
A3501__Hschoc_L2,2153728,2017739.9,2201342,0.74067,47614,0.021629533,H.sapho,Chr5,Male
A3646__Heeleu_L2,2128606,1976210.1,2155948,0.84788,27342,0.012682124,H.eleuchia,Chr5,Male
A3740__Hcaqui_L2,2203282,2041925.4,2228700,0.86391,25418,0.011404855,H.congener,Chr5,Male
A3837__Hcaqui_L2,2189595,2020592.3,2204857,0.91717,15262,0.006921991,H.congener,Chr5,Male
A3856__Hsspru_L1,2193830,2154075.7,2356152,0.19673,162322,0.068892839,H.sara,Chr5,Female
A3858__Hsspru_L1,2237519,2147996.1,2349556,0.44415,112037,0.047684328,H.sara,Chr5,Female
A3861__Hsspru_L1,2249876,2132551.6,2332272,0.58744,82396,0.035328641,H.sara,Chr5,Female
A3900__Hsmagd_L1,2234567,2146720.5,2348042,0.43635,113475,0.0483275,H.sara,Chr5,Female
A4016__Hlleuc,2176778,2042704.5,2231724,0.70931,54946,0.024620428,H.leucadia,Chr5,Female
A4121__Hssara_L1,2204615,2142675.9,2343192,0.3089,138577,0.059140267,H.sara,Chr5,Male
A4272__Hssara_L1,2186786,2123214.6,2321727,0.32024,134941,0.058120959,H.sara,Chr5,Male
A4278__Hcaqui_L2,2176537,2016229.4,2200015,0.87225,23478,0.010671745,H.congener,Chr5,Male
A4340__Hsmagd_L1,2184912,2120648.5,2318768,0.32437,133856,0.057727207,H.sara,Chr5,Male
A4343__Hssara_L1,2194907,2131643.1,2330989,0.31736,136082,0.058379512,H.sara,Chr5,Female
A4489__Hssara_L1,2199126,2135265.5,2334989,0.31974,135863,0.058185713,H.sara,Chr5,Male
A4534__Hsbrev_L2,2238763,2150337,2352009,0.43846,113246,0.048148625,H.sara,Chr5,Female
A4538__Hsbrev_L2,2233802,2147169.7,2348531,0.43023,114729,0.048851388,H.sara,Chr5,Male
A4678__Hselek_L2,2261185,2126288.2,2325398,0.6775,64213,0.027613768,H.sara,Chr5,Female
A4680__Hselek_L6,2238652,2117081.6,2315258,0.61345,76606,0.033087457,H.sara,Chr5,Male
A4683__Hselek_L2,2247898,2116613.3,2314661,0.66289,66763,0.028843533,H.sara,Chr5,Female
A4749__Heeleu,2114185,1986130.6,2166624,0.70947,52439,0.024203092,H.eleuchia,Chr5,Female
D3_USD_Hvenez_L1,2133790,1963220.7,2141737,0.95548,7947,0.00371054,H.hewitsoni,Chr5,Male
D5208__Hvenez_L1,2070996,1938925.4,2114899,0.75051,43903,0.020758911,H.antiochus,Chr5,Male
D5211__Hvenez_L1,2162400,2102719.1,2299188,0.30377,136788,0.059494047,H.sara,Chr5,Male
D5213__Hvenez_L1,2121736,1987453.1,2168776,0.74057,47040,0.021689654,H.antiochus,Chr5,Male
D5221__Hvenez_L1,2085083,1953907.4,2131470,0.73876,46387,0.021762915,H.antiochus,Chr5,Female
D5248__Hvenez_L1,2193014,2106818.5,2303972,0.4372,110958,0.048159439,H.sara,Chr5,Female
D5253__Hvenez_L1,2094984,1951391.7,2128814,0.80932,33830,0.015891478,H.antiochus,Chr5,Male
D5259__Hvenez_L1,2112204,1977754.3,2157916,0.74627,45712,0.021183401,H.antiochus,Chr5,Male
D5270__Hvenez_L1,2089107,1970204,2149416,0.66348,60309,0.028058319,H.antiochus,Chr5,Male
D5273__Hvenez_L1,2071292,1952330.3,2129183,0.67266,57891,0.027189302,H.antiochus,Chr5,Female
D5276__Hvenez_L1,2088072,1969802.4,2148799,0.66074,60727,0.028260903,H.antiochus,Chr5,Female
D6_USD_Hvenez_L1,2093550,1924727.9,2098926,0.96914,5376,0.00256131,H.hewitsoni,Chr5,Female
D7_USD_Hvenez_L1,2090414,1924107.7,2097839,0.95726,7425,0.003539356,H.hewitsoni,Chr5,Male
R_1163_Hasnov_L8,2119071,1993271.6,2174617,0.6937,55546,0.025542889,H.antiochus,Chr5,Male
R_15_D_Hssara_L1,2162076,2096261.5,2291675,0.3368,129599,0.056552085,H.sara,Chr5,Male
R_16_D_Hssara_L1,2169905,2105031,2301351,0.33045,131446,0.057116885,H.sara,Chr5,Male
R_2794_Hssaph_L7,2094868,1958073.8,2135304,0.77184,40436,0.018936882,H.sapho,Chr5,Female
R_31_D_Hsmagd_L1,2218896,2130949.8,2330539,0.44064,111643,0.047904369,H.sara,Chr5,Male
R_32_D_Hsmagd_L2,2220566,2132285.4,2332121,0.44177,111555,0.047834139,H.sara,Chr5,Male
R_3467_Hssara_L1,2159348,2094836.2,2289973,0.3306,130625,0.057042157,H.sara,Chr5,Male
R_3510_Hschoc_L8,2115219,1975360.6,2154410,0.78112,39191,0.018191059,H.sapho,Chr5,Female
R_3511_Hschoc_L2,2114682,1979542.8,2158779,0.75397,44097,0.020426825,H.sapho,Chr5,Male
R_35_D_Hssara_L1,2168411,2101973.6,2298058,0.33882,129647,0.056415896,H.sara,Chr5,Female
R_36_D_Hssara_L8,2133095,2141617.8,2341808,-0.04257,208713,0.089124728,H.sara,Chr5,Female
R_3751_Hssara_L8,2175417,2112007.4,2309207,0.32155,133790,0.057937638,H.sara,Chr5,Female
