Chrom,start,end,mid,sites,pi_H.sara,pi_H.leucadia,dxy_H.sara_H.leucadia,Fst_H.sara_H.leucadia
Chrom1,14900299,1.50E+07,7.48E+06,33955,0.019,0.0056,0.0253,0.0518
Chrom1,14950300,1.50E+07,7.50E+06,31504,0.0177,0.0064,0.0243,0.0522
Chrom1,15000301,1.51E+07,7.53E+06,28863,0.0178,0.0035,0.0242,0.0577
Chrom1,15050302,1.51E+07,7.55E+06,35175,0.0141,0.004,0.023,0.0729
Chrom1,15100303,1.52E+07,7.58E+06,39294,0.0149,0.0043,0.0243,0.0734
Chrom1,15150304,1.52E+07,7.60E+06,34424,0.0092,0.0027,0.0184,0.0976
Chrom1,15200305,1.53E+07,7.63E+06,34540,0.0108,0.0028,0.0218,0.1
Chrom1,15250306,1.53E+07,7.65E+06,32769,0.0087,0.0043,0.0206,0.1144
Chrom1,15300307,1.54E+07,7.68E+06,36920,0.0094,0.004,0.0213,0.1102
Chrom1,15350308,1.54E+07,7.70E+06,38970,0.0134,0.0058,0.02,0.0581
Chrom1,15400309,1.55E+07,7.73E+06,39016,0.0144,0.0048,0.024,0.0741
Chrom1,15450310,1.55E+07,7.75E+06,40846,0.0152,0.0064,0.0208,0.0495
Chrom1,15500311,1.56E+07,7.78E+06,39823,0.0136,0.0049,0.0193,0.0558
Chrom1,15550312,1.56E+07,7.80E+06,40591,0.0134,0.0052,0.0178,0.0479
Chrom1,15600313,1.57E+07,7.83E+06,42658,0.0114,0.0044,0.0171,0.061
Chrom1,15650314,1.57E+07,7.85E+06,42823,0.0094,0.0037,0.0184,0.0914
Chrom1,15700315,1.58E+07,7.88E+06,42197,0.0079,0.0037,0.0148,0.0833
Chrom1,15750316,1.58E+07,7.90E+06,38888,0.0166,0.0056,0.0229,0.0535
Chrom1,15800317,1.59E+07,7.93E+06,37956,0.0148,0.0049,0.0208,0.0556
Chrom1,15850318,1.59E+07,7.95E+06,39995,0.0125,0.0044,0.0187,0.0613
Chrom1,15900319,1.60E+07,7.98E+06,37829,0.0118,0.005,0.0185,0.0637
Chrom1,15950320,1.60E+07,8.00E+06,35909,0.0157,0.0057,0.0223,0.0555
Chrom1,16000321,1.61E+07,8.03E+06,39466,0.0156,0.0054,0.022,0.0552
Chrom1,16050322,1.61E+07,8.05E+06,39046,0.0123,0.005,0.0212,0.0748
Chrom1,16100323,1.62E+07,8.08E+06,39058,0.0126,0.0046,0.0207,0.0709
Chrom1,16150324,1.62E+07,8.10E+06,39772,0.014,0.0042,0.0204,0.0608
Chrom1,16200325,1.63E+07,8.13E+06,38395,0.0115,0.0058,0.0225,0.0869
Chrom1,16250326,1.63E+07,8.15E+06,42946,0.0091,0.0042,0.0183,0.0919
Chrom1,16300327,1.64E+07,8.18E+06,41791,0.0127,0.0047,0.0211,0.0721
Chrom1,16350328,1.64E+07,8.20E+06,41614,0.0084,0.0034,0.0165,0.0903
Chrom1,16400329,1.65E+07,8.23E+06,41964,0.0077,0.0028,0.0176,0.1132
Chrom1,16450330,1.65E+07,8.25E+06,34921,0.0152,0.0048,0.0209,0.0545
Chrom1,16500331,1.66E+07,8.28E+06,37845,0.0159,0.0048,0.0195,0.0442
Chrom1,16550332,1.66E+07,8.30E+06,41449,0.0121,0.0044,0.0177,0.059
Chrom1,16600333,1.67E+07,8.33E+06,42467,0.0111,0.0033,0.0163,0.0617
Chrom1,16650334,1.67E+07,8.35E+06,35277,0.0118,0.0045,0.0183,0.0639
Chrom1,16700335,1.68E+07,8.38E+06,41042,0.0137,0.0043,0.02,0.0605
Chrom1,16750336,1.68E+07,8.40E+06,35440,0.0129,0.0053,0.019,0.0573
Chrom1,16800337,1.69E+07,8.43E+06,40402,0.0129,0.006,0.0195,0.0581
Chrom1,16850338,1.69E+07,8.45E+06,42137,0.0116,0.0047,0.0171,0.0576
Chrom1,16900339,1.70E+07,8.48E+06,39006,0.0125,0.0057,0.0168,0.047
Chrom1,16950340,1.70E+07,8.50E+06,40366,0.0127,0.0042,0.0181,0.0571
Chrom1,17000341,1.71E+07,8.53E+06,42071,0.0125,0.0056,0.0193,0.0612
Chrom1,17050342,1.71E+07,8.55E+06,38741,0.0142,0.0044,0.0196,0.0546
Chrom1,17100343,1.72E+07,8.58E+06,39426,0.0139,0.0041,0.0194,0.0565
Chrom1,17150344,1.72E+07,8.60E+06,40565,0.0137,0.0058,0.0185,0.0481
Chrom1,17200345,1.73E+07,8.63E+06,40152,0.014,0.0048,0.0196,0.0547
Chrom1,17250346,1.73E+07,8.65E+06,39725,0.017,0.0054,0.0237,0.0554
Chrom1,17300347,1.74E+07,8.68E+06,42272,0.0088,0.0041,0.0189,0.1002
Chrom1,17350348,1.74E+07,8.70E+06,37012,0.0185,0.0058,0.0246,0.0507
Chrom1,17400349,1.75E+07,8.73E+06,31888,0.0161,0.0058,0.0228,0.0556
Chrom1,17450350,1.75E+07,8.75E+06,34126,0.0163,0.0067,0.0212,0.0448
Chrom1,17500351,1.76E+07,8.78E+06,37604,0.0162,0.0058,0.0215,0.0492
Chrom1,17550352,1.76E+07,8.80E+06,38693,0.0151,0.0057,0.0223,0.0594
Chrom1,17600353,1.77E+07,8.83E+06,39170,0.0152,0.0062,0.0211,0.0513
Chrom1,17650354,1.77E+07,8.85E+06,37864,0.0157,0.0062,0.0206,0.0468
Chrom1,17700355,1.78E+07,8.88E+06,34938,0.0123,0.0055,0.0179,0.0546
Chrom1,17750356,1.78E+07,8.90E+06,42758,0.0099,0.0032,0.0165,0.0743
Chrom1,17800357,1.79E+07,8.93E+06,35379,0.0126,0.0042,0.0184,0.0592
Chrom1,17850358,1.79E+07,8.95E+06,33532,0.0215,0.0094,0.028,0.0442
Chrom1,17900359,1.80E+07,8.98E+06,36196,0.0218,0.0076,0.026,0.0399
Chrom1,17950360,1.80E+07,9.00E+06,35083,0.0201,0.0087,0.0267,0.0466
Chrom1,18000361,1.81E+07,9.03E+06,27853,0.0188,0.0089,0.0231,0.0378
Chrom1,18050362,1.81E+07,9.05E+06,25704,0.0194,0.0076,0.0247,0.0438
Chrom1,18100363,1.82E+07,9.08E+06,21714,0.0222,0.0107,0.0268,0.0356
Chrom1,18150364,1.82E+07,9.10E+06,37095,0.0161,0.0068,0.0211,0.0453
Chrom1,18200365,1.83E+07,9.13E+06,33056,0.0186,0.009,0.0254,0.047
Chrom1,18250366,1.83E+07,9.15E+06,39678,0.0159,0.0047,0.0215,0.0533
Chrom1,18300367,1.84E+07,9.18E+06,39078,0.0174,0.0052,0.0243,0.0564
Chrom1,18350368,1.84E+07,9.20E+06,38643,0.0157,0.0048,0.0241,0.0659
Chrom1,18400369,1.85E+07,9.23E+06,38168,0.0173,0.0066,0.0256,0.0589
Chrom1,18450370,1.85E+07,9.25E+06,25853,0.0177,0.0059,0.0263,0.0611
Chrom1,18500371,1.86E+07,9.28E+06,35507,0.0178,0.0058,0.0263,0.0612
Chrom1,18550372,1.86E+07,9.30E+06,37139,0.0173,0.0073,0.0233,0.0481
Chrom1,18600373,1.87E+07,9.33E+06,37446,0.0174,0.0048,0.0227,0.0506
Chrom1,18650374,1.87E+07,9.35E+06,37085,0.0156,0.0064,0.0219,0.0527
Chrom1,18700375,1.88E+07,9.38E+06,36575,0.0176,0.0078,0.0249,0.0522
Chrom1,18750376,1.88E+07,9.40E+06,35601,0.0105,0.0053,0.0151,0.0514
Chrom1,18800377,1.89E+07,9.43E+06,40685,0.0124,0.0056,0.0208,0.0705
Chrom1,18850378,1.89E+07,9.45E+06,33878,0.0157,0.0064,0.0217,0.0512
Chrom1,18900379,1.90E+07,9.48E+06,35011,0.0146,0.0052,0.0209,0.0565
Chrom1,18950380,1.90E+07,9.50E+06,37808,0.0189,0.0055,0.0246,0.0498
Chrom1,19000381,1.91E+07,9.53E+06,39079,0.0165,0.0062,0.0252,0.0628
Chrom1,19050382,1.91E+07,9.55E+06,34081,0.0155,0.005,0.0212,0.0533
Chrom1,19100383,1.92E+07,9.58E+06,39718,0.0142,0.0061,0.022,0.0625
Chrom1,19150384,1.92E+07,9.60E+06,38513,0.011,0.0041,0.022,0.095
Chrom1,19200385,1.93E+07,9.63E+06,39179,0.0111,0.0075,0.0182,0.0589
Chrom1,19250386,1.93E+07,9.65E+06,37239,0.0178,0.0076,0.0257,0.0546
Chrom1,19300387,1.94E+07,9.68E+06,39044,0.0142,0.0055,0.0203,0.0555
Chrom1,19350388,1.94E+07,9.70E+06,37264,0.0156,0.0061,0.0219,0.0536
Chrom1,19400389,1.95E+07,9.73E+06,37443,0.0156,0.0078,0.0213,0.0465
Chrom1,19450390,1.95E+07,9.75E+06,28914,0.0182,0.008,0.0303,0.07
Chrom1,19500391,1.96E+07,9.78E+06,28389,0.0169,0.0066,0.0221,0.0464
Chrom1,19550392,1.96E+07,9.80E+06,36661,0.0155,0.0054,0.0261,0.0746
Chrom1,19600393,1.97E+07,9.83E+06,40069,0.0128,0.0048,0.0226,0.0791
Chrom1,19650394,1.97E+07,9.85E+06,39420,0.011,0.0052,0.0204,0.0809
Chrom1,19700395,1.98E+07,9.88E+06,40114,0.0127,0.0061,0.0218,0.0714
Chrom1,19750396,1.98E+07,9.90E+06,36719,0.0147,0.0063,0.0234,0.0654
Chrom1,19800397,1.99E+07,9.93E+06,36288,0.0171,0.0093,0.0222,0.0399
Chrom1,19850398,1.99E+07,9.95E+06,39195,0.013,0.0061,0.0171,0.0437
Chrom1,19900399,2.00E+07,9.98E+06,38084,0.0184,0.0081,0.0269,0.0558
Chrom1,19950400,2.00E+07,1.00E+07,37603,0.0156,0.008,0.0239,0.0583
Chrom1,20000401,2.01E+07,1.00E+07,38591,0.017,0.0066,0.0244,0.0556
Chrom1,20050402,2.01E+07,1.01E+07,34364,0.0168,0.0071,0.0232,0.0506
Chrom1,20100403,2.02E+07,1.01E+07,37241,0.0165,0.0079,0.0264,0.0637
Chrom1,20150404,2.02E+07,1.01E+07,39832,0.0119,0.0048,0.0197,0.0705
Chrom1,20200405,2.03E+07,1.01E+07,34916,0.0145,0.0073,0.0226,0.06
Chrom1,20250406,2.03E+07,1.02E+07,33879,0.0113,0.0049,0.019,0.0713
Chrom1,20300407,2.04E+07,1.02E+07,35508,0.0168,0.0055,0.0248,0.0606
Chrom1,20350408,2.04E+07,1.02E+07,37659,0.0141,0.0082,0.0222,0.0579
Chrom1,20400409,2.05E+07,1.02E+07,37830,0.014,0.0049,0.0246,0.0789
Chrom1,20450410,2.05E+07,1.03E+07,35631,0.0146,0.0068,0.0241,0.0679
Chrom1,20500411,2.06E+07,1.03E+07,36651,0.0138,0.0073,0.0273,0.0872
Chrom1,20550412,2.06E+07,1.03E+07,29625,0.0152,0.0061,0.0242,0.0668
Chrom1,20600413,2.07E+07,1.03E+07,37243,0.0133,0.0073,0.0228,0.0691
Chrom1,20650414,2.07E+07,1.04E+07,28398,0.0134,0.0069,0.0264,0.088
Chrom1,20700415,2.08E+07,1.04E+07,33165,0.0141,0.0048,0.0252,0.0818
Chrom1,20750416,2.08E+07,1.04E+07,38473,0.0131,0.0056,0.0285,0.1034
Chrom1,20800417,2.09E+07,1.04E+07,26835,0.0075,0.0053,0.0263,0.1719
add,20850418,2.09E+07,1.05E+07,NA,NA,NA,NA,NA
add,20900419,2.10E+07,1.05E+07,NA,NA,NA,NA,NA
add,20950420,2.10E+07,1.05E+07,NA,NA,NA,NA,NA
add,21000421,2.11E+07,1.05E+07,NA,NA,NA,NA,NA
add,21050422,2.11E+07,1.06E+07,NA,NA,NA,NA,NA
add,21100423,2.12E+07,1.06E+07,NA,NA,NA,NA,NA
add,21150424,2.12E+07,1.06E+07,NA,NA,NA,NA,NA
add,21200425,2.13E+07,1.06E+07,NA,NA,NA,NA,NA
add,21250426,2.13E+07,1.07E+07,NA,NA,NA,NA,NA
add,21300427,2.14E+07,1.07E+07,NA,NA,NA,NA,NA
add,21350428,2.14E+07,1.07E+07,NA,NA,NA,NA,NA
add,21400429,2.15E+07,1.07E+07,NA,NA,NA,NA,NA
add,21450430,2.15E+07,1.08E+07,NA,NA,NA,NA,NA
add,21500431,2.16E+07,1.08E+07,NA,NA,NA,NA,NA
add,21550432,2.16E+07,1.08E+07,NA,NA,NA,NA,NA
add,21600433,2.17E+07,1.08E+07,NA,NA,NA,NA,NA
add,21650434,2.17E+07,1.09E+07,NA,NA,NA,NA,NA
add,21700435,2.18E+07,1.09E+07,NA,NA,NA,NA,NA
add,21750436,2.18E+07,1.09E+07,NA,NA,NA,NA,NA
add,21800437,2.19E+07,1.09E+07,NA,NA,NA,NA,NA
add,21850438,2.19E+07,1.10E+07,NA,NA,NA,NA,NA
add,21900439,2.20E+07,1.10E+07,NA,NA,NA,NA,NA
add,21950440,2.20E+07,1.10E+07,NA,NA,NA,NA,NA
add,22000441,2.21E+07,1.10E+07,NA,NA,NA,NA,NA
add,22050442,2.21E+07,1.11E+07,NA,NA,NA,NA,NA
add,22100443,2.22E+07,1.11E+07,NA,NA,NA,NA,NA
add,22150444,2.22E+07,1.11E+07,NA,NA,NA,NA,NA
add,22200445,2.23E+07,1.11E+07,NA,NA,NA,NA,NA
add,22250446,2.23E+07,1.12E+07,NA,NA,NA,NA,NA
add,22300447,2.24E+07,1.12E+07,NA,NA,NA,NA,NA
add,22350448,2.24E+07,1.12E+07,NA,NA,NA,NA,NA
add,22400449,2.25E+07,1.12E+07,NA,NA,NA,NA,NA
add,22450450,2.25E+07,1.13E+07,NA,NA,NA,NA,NA
add,22500451,2.26E+07,1.13E+07,NA,NA,NA,NA,NA
add,22550452,2.26E+07,1.13E+07,NA,NA,NA,NA,NA
add,22600453,2.27E+07,1.13E+07,NA,NA,NA,NA,NA
add,22650454,2.27E+07,1.14E+07,NA,NA,NA,NA,NA
add,22700455,2.28E+07,1.14E+07,NA,NA,NA,NA,NA
add,22750456,2.28E+07,1.14E+07,NA,NA,NA,NA,NA
add,22800457,2.29E+07,1.14E+07,NA,NA,NA,NA,NA
add,22850458,2.29E+07,1.15E+07,NA,NA,NA,NA,NA
add,22900459,2.30E+07,1.15E+07,NA,NA,NA,NA,NA
add,22950460,2.30E+07,1.15E+07,NA,NA,NA,NA,NA
add,23000461,2.31E+07,1.15E+07,NA,NA,NA,NA,NA
add,23050462,2.31E+07,1.16E+07,NA,NA,NA,NA,NA
add,23100463,2.32E+07,1.16E+07,NA,NA,NA,NA,NA
add,23150464,2.32E+07,1.16E+07,NA,NA,NA,NA,NA
add,23200465,2.33E+07,1.16E+07,NA,NA,NA,NA,NA
add,23250466,2.33E+07,1.17E+07,NA,NA,NA,NA,NA
add,23300467,2.34E+07,1.17E+07,NA,NA,NA,NA,NA
add,23350468,2.34E+07,1.17E+07,NA,NA,NA,NA,NA
add,23400469,2.35E+07,1.17E+07,NA,NA,NA,NA,NA
add,23450470,2.35E+07,1.18E+07,NA,NA,NA,NA,NA
add,23500471,2.36E+07,1.18E+07,NA,NA,NA,NA,NA
add,23550472,2.36E+07,1.18E+07,NA,NA,NA,NA,NA
add,23600473,2.37E+07,1.18E+07,NA,NA,NA,NA,NA
add,23650474,2.37E+07,1.19E+07,NA,NA,NA,NA,NA
add,23700475,2.38E+07,1.19E+07,NA,NA,NA,NA,NA
add,23750476,2.38E+07,1.19E+07,NA,NA,NA,NA,NA
add,23800477,2.39E+07,1.19E+07,NA,NA,NA,NA,NA
add,23850478,2.39E+07,1.20E+07,NA,NA,NA,NA,NA
add,23900479,2.40E+07,1.20E+07,NA,NA,NA,NA,NA
add,23950480,2.40E+07,1.20E+07,NA,NA,NA,NA,NA
add,24000481,2.41E+07,1.20E+07,NA,NA,NA,NA,NA
add,24050482,2.41E+07,1.21E+07,NA,NA,NA,NA,NA
add,24100483,2.42E+07,1.21E+07,NA,NA,NA,NA,NA
add,24150484,2.42E+07,1.21E+07,NA,NA,NA,NA,NA
add,24200485,2.43E+07,1.21E+07,NA,NA,NA,NA,NA
add,24250486,2.43E+07,1.22E+07,NA,NA,NA,NA,NA
add,24300487,2.44E+07,1.22E+07,NA,NA,NA,NA,NA
add,24350488,2.44E+07,1.22E+07,NA,NA,NA,NA,NA
add,24400489,2.45E+07,1.22E+07,NA,NA,NA,NA,NA
add,24450490,2.45E+07,1.23E+07,NA,NA,NA,NA,NA
add,24500491,2.46E+07,1.23E+07,NA,NA,NA,NA,NA
add,24550492,2.46E+07,1.23E+07,NA,NA,NA,NA,NA
add,24600493,2.47E+07,1.23E+07,NA,NA,NA,NA,NA
add,24650494,2.47E+07,1.24E+07,NA,NA,NA,NA,NA
add,24700495,2.48E+07,1.24E+07,NA,NA,NA,NA,NA
add,24750496,2.48E+07,1.24E+07,NA,NA,NA,NA,NA
add,24800497,2.49E+07,1.24E+07,NA,NA,NA,NA,NA
Chrom2,24850498,2.49E+07,1.25E+07,33202,0.0167,0.0067,0.0253,0.0611
Chrom2,24900499,2.50E+07,1.25E+07,32944,0.0166,0.0081,0.0261,0.0618
Chrom2,24950500,2.50E+07,1.25E+07,30675,0.0196,0.0083,0.025,0.0428
Chrom2,25000501,2.51E+07,1.25E+07,30434,0.0217,0.0089,0.0291,0.0482
Chrom2,25050502,2.51E+07,1.26E+07,34696,0.0211,0.0097,0.0248,0.0341
Chrom2,25100503,2.52E+07,1.26E+07,36262,0.0212,0.0081,0.0266,0.0428
Chrom2,25150504,2.52E+07,1.26E+07,34607,0.019,0.0069,0.0258,0.051
Chrom2,25200505,2.53E+07,1.26E+07,32101,0.0195,0.0097,0.0255,0.0426
Chrom2,25250506,2.53E+07,1.27E+07,32245,0.0208,0.0096,0.0268,0.0423
Chrom2,25300507,2.54E+07,1.27E+07,29007,0.0187,0.0051,0.0261,0.0575
Chrom2,25350508,2.54E+07,1.27E+07,25230,0.0218,0.0193,0.0317,0.0384
Chrom2,25400509,2.55E+07,1.27E+07,26287,0.0195,0.0107,0.0276,0.0482
Chrom2,25450510,2.55E+07,1.28E+07,30839,0.0185,0.0102,0.0237,0.0381
Chrom2,25500511,2.56E+07,1.28E+07,33259,0.0216,0.0073,0.0256,0.0394
Chrom2,25550512,2.56E+07,1.28E+07,34097,0.0195,0.0067,0.025,0.0467
Chrom2,25600513,2.57E+07,1.28E+07,38647,0.0173,0.0094,0.0238,0.0456
Chrom2,25650514,2.57E+07,1.29E+07,36972,0.0156,0.0062,0.0251,0.0672
Chrom2,25700515,2.58E+07,1.29E+07,40345,0.0117,0.0052,0.018,0.0606
Chrom2,25750516,2.58E+07,1.29E+07,42085,0.0114,0.0056,0.0147,0.041
Chrom2,25800517,2.59E+07,1.29E+07,36286,0.0127,0.0049,0.0179,0.0538
Chrom2,25850518,2.59E+07,1.30E+07,40461,0.0152,0.0063,0.0208,0.05
Chrom2,25900519,2.60E+07,1.30E+07,39142,0.0183,0.0078,0.0237,0.0444
Chrom2,25950520,2.60E+07,1.30E+07,38176,0.0197,0.007,0.0239,0.0409
Chrom2,26000521,2.61E+07,1.30E+07,38300,0.0191,0.0097,0.0228,0.0336
Chrom2,26050522,2.61E+07,1.31E+07,38204,0.0195,0.0093,0.0248,0.0406
Chrom2,26100523,2.62E+07,1.31E+07,32812,0.0215,0.0095,0.0259,0.037
Chrom2,26150524,2.62E+07,1.31E+07,37588,0.0194,0.0079,0.0241,0.041
Chrom2,26200525,2.63E+07,1.31E+07,36842,0.019,0.0083,0.0223,0.0347
Chrom2,26250526,2.63E+07,1.32E+07,34142,0.0187,0.0089,0.0229,0.0373
Chrom2,26300527,2.64E+07,1.32E+07,20693,0.0201,0.0089,0.0241,0.0365
Chrom2,26350528,2.64E+07,1.32E+07,35249,0.0138,0.0037,0.0177,0.0492
Chrom2,26400529,2.65E+07,1.32E+07,39825,0.0148,0.0054,0.0179,0.0403
Chrom2,26450530,2.65E+07,1.33E+07,37416,0.0161,0.0069,0.0205,0.0424
Chrom2,26500531,2.66E+07,1.33E+07,31955,0.021,0.0114,0.0248,0.0317
Chrom2,26550532,2.66E+07,1.33E+07,31234,0.021,0.0112,0.0247,0.0316
Chrom2,26600533,2.67E+07,1.33E+07,35594,0.0185,0.008,0.0244,0.0456
Chrom2,26650534,2.67E+07,1.34E+07,31036,0.0195,0.0091,0.0237,0.0368
Chrom2,26700535,2.68E+07,1.34E+07,36924,0.0163,0.0067,0.0219,0.0482
Chrom2,26750536,2.68E+07,1.34E+07,37062,0.0148,0.0066,0.0185,0.0405
Chrom2,26800537,2.69E+07,1.34E+07,31991,0.0176,0.0074,0.0248,0.0523
Chrom2,26850538,2.69E+07,1.35E+07,37145,0.0196,0.008,0.0237,0.0385
Chrom2,26900539,2.70E+07,1.35E+07,34858,0.0158,0.0069,0.0227,0.0539
Chrom2,26950540,2.70E+07,1.35E+07,35192,0.019,0.0077,0.0236,0.0413
Chrom2,27000541,2.71E+07,1.35E+07,37856,0.0188,0.0063,0.0215,0.0368
Chrom2,27050542,2.71E+07,1.36E+07,34264,0.0169,0.007,0.0219,0.0449
Chrom2,27100543,2.72E+07,1.36E+07,32690,0.0208,0.0067,0.0245,0.0396
Chrom2,27150544,2.72E+07,1.36E+07,30283,0.021,0.0073,0.0285,0.0519
Chrom2,27200545,2.73E+07,1.36E+07,28023,0.0194,0.0092,0.0254,0.0435
Chrom2,27250546,2.73E+07,1.37E+07,32750,0.0187,0.0085,0.025,0.0461
Chrom2,27300547,2.74E+07,1.37E+07,31860,0.0145,0.006,0.0231,0.0657
Chrom2,27350548,2.74E+07,1.37E+07,30221,0.0117,0.0024,0.0168,0.0624
Chrom2,27400549,2.75E+07,1.37E+07,38973,0.0148,0.0076,0.0238,0.0628
Chrom2,27450550,2.75E+07,1.38E+07,24051,0.0154,0.0093,0.0206,0.0404
Chrom2,27500551,2.76E+07,1.38E+07,32620,0.0186,0.0059,0.0241,0.0484
Chrom2,27550552,2.76E+07,1.38E+07,35883,0.0197,0.0075,0.0237,0.0395
Chrom2,27600553,2.77E+07,1.38E+07,37330,0.0179,0.0065,0.023,0.0456
Chrom2,27650554,2.77E+07,1.39E+07,33162,0.017,0.0066,0.0231,0.0499
Chrom2,27700555,2.78E+07,1.39E+07,26240,0.0179,0.0082,0.0232,0.043
Chrom2,27750556,2.78E+07,1.39E+07,32644,0.0185,0.0086,0.0225,0.0372
Chrom2,27800557,2.79E+07,1.39E+07,28200,0.0219,0.0097,0.0273,0.0399
Chrom2,27850558,2.79E+07,1.40E+07,22944,0.0219,0.0085,0.0304,0.0523
Chrom2,27900559,2.80E+07,1.40E+07,31762,0.02,0.0075,0.027,0.0501
Chrom2,27950560,2.80E+07,1.40E+07,30754,0.0217,0.0112,0.0283,0.0415
Chrom2,28000561,2.81E+07,1.40E+07,37754,0.0213,0.0085,0.0265,0.0416
Chrom2,28050562,2.81E+07,1.41E+07,34871,0.0204,0.0076,0.0259,0.0442
Chrom2,28100563,2.82E+07,1.41E+07,31091,0.0184,0.0074,0.0246,0.0483
Chrom2,28150564,2.82E+07,1.41E+07,34402,0.0206,0.007,0.0268,0.0477
Chrom2,28200565,2.83E+07,1.41E+07,35291,0.0189,0.0065,0.027,0.0567
Chrom2,28250566,2.83E+07,1.42E+07,37575,0.0172,0.0068,0.0227,0.0471
Chrom2,28300567,2.84E+07,1.42E+07,33486,0.0186,0.0079,0.0283,0.0606
Chrom2,28350568,2.84E+07,1.42E+07,32333,0.0181,0.007,0.0286,0.0655
Chrom2,28400569,2.85E+07,1.42E+07,20469,0.0164,0.0047,0.0214,0.0501
Chrom2,28450570,2.85E+07,1.43E+07,38060,0.0154,0.0043,0.0198,0.049
Chrom2,28500571,2.86E+07,1.43E+07,39413,0.0152,0.0059,0.0226,0.0593
Chrom2,28550572,2.86E+07,1.43E+07,35730,0.0132,0.0051,0.0173,0.0468
Chrom2,28600573,2.87E+07,1.43E+07,36467,0.0155,0.0051,0.0208,0.0511
Chrom2,28650574,2.87E+07,1.44E+07,33765,0.0179,0.0067,0.0258,0.0565
Chrom2,28700575,2.88E+07,1.44E+07,33572,0.0127,0.006,0.0174,0.0473
Chrom2,28750576,2.88E+07,1.44E+07,38784,0.014,0.0042,0.0193,0.0548
Chrom2,28800577,2.89E+07,1.44E+07,36757,0.0175,0.0065,0.0245,0.0538
Chrom2,28850578,2.89E+07,1.45E+07,37665,0.0184,0.0051,0.0212,0.0395
Chrom2,28900579,2.90E+07,1.45E+07,36493,0.0191,0.006,0.0237,0.0444
Chrom2,28950580,2.90E+07,1.45E+07,37446,0.0188,0.0088,0.0219,0.0333
Chrom2,29000581,2.91E+07,1.45E+07,35219,0.0199,0.0106,0.0251,0.0378
Chrom2,29050582,2.91E+07,1.46E+07,37105,0.0172,0.0071,0.0214,0.0406
Chrom2,29100583,2.92E+07,1.46E+07,34048,0.0187,0.0063,0.0244,0.0483
Chrom2,29150584,2.92E+07,1.46E+07,33197,0.0171,0.0065,0.0224,0.0471
Chrom2,29200585,2.93E+07,1.46E+07,36867,0.0188,0.007,0.0237,0.044
Chrom2,29250586,2.93E+07,1.47E+07,37400,0.0199,0.008,0.0247,0.0415
Chrom2,29300587,2.94E+07,1.47E+07,39988,0.0157,0.0068,0.0206,0.0447
Chrom2,29350588,2.94E+07,1.47E+07,37585,0.0172,0.0064,0.0214,0.0424
Chrom2,29400589,2.95E+07,1.47E+07,38300,0.0165,0.0071,0.021,0.0423
Chrom2,29450590,2.95E+07,1.48E+07,33352,0.0188,0.0066,0.0234,0.0432
Chrom2,29500591,2.96E+07,1.48E+07,35778,0.0129,0.0043,0.0213,0.0725
Chrom2,29550592,2.96E+07,1.48E+07,37218,0.0175,0.0052,0.0229,0.05
Chrom2,29600593,2.97E+07,1.48E+07,34117,0.0181,0.0075,0.0208,0.0342
Chrom2,29650594,2.97E+07,1.49E+07,36570,0.0149,0.0034,0.0189,0.0502
Chrom2,29700595,2.98E+07,1.49E+07,39716,0.0152,0.0037,0.0204,0.0544
Chrom2,29750596,2.98E+07,1.49E+07,34588,0.0165,0.0069,0.0211,0.0433
Chrom2,29800597,2.99E+07,1.49E+07,30922,0.0197,0.0058,0.0253,0.0487
Chrom2,29850598,2.99E+07,1.50E+07,31324,0.0169,0.0068,0.0229,0.0491
Chrom2,29900599,3.00E+07,1.50E+07,35400,0.0188,0.0074,0.0237,0.0426
Chrom2,29950600,3.00E+07,1.50E+07,29445,0.0184,0.007,0.0252,0.051
Chrom2,30000601,3.01E+07,1.50E+07,37485,0.016,0.0063,0.0208,0.0458
Chrom2,30050602,3.01E+07,1.51E+07,34692,0.0167,0.0053,0.0216,0.0481
Chrom2,30100603,3.02E+07,1.51E+07,26183,0.0179,0.0069,0.0248,0.0523
Chrom2,30150604,3.02E+07,1.51E+07,30765,0.0173,0.0079,0.024,0.0497
Chrom2,30200605,3.03E+07,1.51E+07,39289,0.0147,0.0076,0.019,0.0409
Chrom2,30250606,3.03E+07,1.52E+07,38861,0.0147,0.0042,0.0196,0.0523
Chrom2,30300607,3.04E+07,1.52E+07,36133,0.0158,0.007,0.0223,0.052
Chrom2,30350608,3.04E+07,1.52E+07,39292,0.0182,0.0074,0.0243,0.0481
Chrom2,30400609,3.05E+07,1.52E+07,37870,0.0182,0.0078,0.0209,0.0333
Chrom2,30450610,3.05E+07,1.53E+07,30154,0.0189,0.0078,0.0292,0.0627
Chrom2,30500611,3.06E+07,1.53E+07,37194,0.0142,0.0037,0.0199,0.0585
Chrom2,30550612,3.06E+07,1.53E+07,36120,0.0161,0.0065,0.0187,0.0354
Chrom2,30600613,3.07E+07,1.53E+07,41149,0.0119,0.0049,0.0162,0.0498
Chrom2,30650614,3.07E+07,1.54E+07,34985,0.0123,0.0052,0.0169,0.05
Chrom2,30700615,3.08E+07,1.54E+07,35559,0.0158,0.0084,0.0207,0.0412
Chrom2,30750616,3.08E+07,1.54E+07,36009,0.018,0.0087,0.0221,0.0371
