Chrom,start,end,mid,sites,pi_H.ant.Andes,pi_H.ant.Amaz,dxy_H.ant.Andes_H.ant.Amaz,Fst_H.ant.Andes_H.ant.Amaz
Chrom1,16700334,16750334,8375167,41042,0.0042,0.007,0.0065,0.0784
Chrom1,16750335,16800335,8400167.5,35440,0.0044,0.0065,0.0067,0.1078
Chrom1,16800336,16850336,8425168,40402,0.0031,0.0056,0.0059,0.1555
Chrom1,16850337,16900337,8450168.5,42137,0.0049,0.0058,0.0065,0.0991
Chrom1,16900338,16950338,8475169,39006,0.0044,0.0061,0.0059,0.063
Chrom1,16950339,17000339,8500169.5,40366,0.0044,0.0057,0.006,0.0853
Chrom1,17000340,17050340,8525170,42071,0.0049,0.0055,0.0061,0.0774
Chrom1,17050341,17100341,8550170.5,38741,0.0055,0.0066,0.0065,0.0335
Chrom1,17100342,17150342,8575171,39426,0.0067,0.0074,0.0076,0.0387
Chrom1,17150343,17200343,8600171.5,40565,0.0056,0.0076,0.0074,0.0557
Chrom1,17200344,17250344,8625172,40152,0.0051,0.0068,0.0066,0.05
Chrom1,17250345,17300345,8650172.5,39725,0.0051,0.0079,0.0077,0.0912
Chrom1,17300346,17350346,8675173,42272,0.0036,0.0062,0.0058,0.0872
Chrom1,17350347,17400347,8700173.5,37012,0.0067,0.0096,0.0091,0.0595
Chrom1,17400348,17450348,8725174,31888,0.0049,0.0085,0.0091,0.1587
Chrom1,17450349,17500349,8750174.5,34126,0.0055,0.0088,0.0089,0.1141
Chrom1,17500350,17550350,8775175,37604,0.0066,0.0083,0.0082,0.0515
Chrom1,17550351,17600351,8800175.5,38693,0.0045,0.0074,0.007,0.0861
Chrom1,17600352,17650352,8825176,39170,0.0035,0.0059,0.0057,0.097
Chrom1,17650353,17700353,8850176.5,37864,0.0055,0.0075,0.0078,0.0913
Chrom1,17700354,17750354,8875177,34938,0.0058,0.0082,0.0081,0.0737
Chrom1,17750355,17800355,8900177.5,42758,0.0038,0.0057,0.0054,0.0686
Chrom1,17800356,17850356,8925178,35379,0.005,0.0073,0.0072,0.0853
Chrom1,17850357,17900357,8950178.5,33532,0.0069,0.011,0.0107,0.0941
Chrom1,17900358,17950358,8975179,36196,0.0085,0.0103,0.0104,0.0518
Chrom1,17950359,18000359,9000179.5,35083,0.0046,0.0087,0.0081,0.101
Chrom1,18000360,18050360,9025180,27853,0.0071,0.009,0.0088,0.0432
Chrom1,18050361,18100361,9050180.5,25704,0.0064,0.0085,0.0086,0.0707
Chrom1,18100362,18150362,9075181,21714,0.0088,0.0107,0.0109,0.0577
Chrom1,18150363,18200363,9100181.5,37095,0.0077,0.0088,0.0089,0.0436
Chrom1,18200364,18250364,9125182,33056,0.0072,0.0085,0.0087,0.0554
Chrom1,18250365,18300365,9150182.5,39678,0.0066,0.0074,0.0078,0.0534
Chrom1,18300366,18350366,9175183,39078,0.0066,0.0091,0.0089,0.0638
Chrom1,18350367,18400367,9200183.5,38643,0.0071,0.0089,0.0089,0.0556
Chrom1,18400368,18450368,9225184,38168,0.0057,0.0075,0.0079,0.0961
Chrom1,18450369,18500369,9250184.5,25853,0.0067,0.009,0.0086,0.0465
Chrom1,18500370,18550370,9275185,35507,0.0073,0.0088,0.009,0.06
Chrom1,18550371,18600371,9300185.5,37139,0.0043,0.0068,0.0065,0.0842
Chrom1,18600372,18650372,9325186,37446,0.0059,0.0076,0.0076,0.0627
Chrom1,18650373,18700373,9350186.5,37085,0.0049,0.0072,0.0073,0.097
Chrom1,18700374,18750374,9375187,36575,0.0063,0.0082,0.008,0.0546
Chrom1,18750375,18800375,9400187.5,35601,0.0049,0.0061,0.0062,0.064
Chrom1,18800376,18850376,9425188,40685,0.006,0.0077,0.008,0.0812
Chrom1,18850377,18900377,9450188.5,33878,0.0055,0.007,0.007,0.0603
Chrom1,18900378,18950378,9475189,35011,0.0058,0.0077,0.0075,0.0536
Chrom1,18950379,19000379,9500189.5,37808,0.0059,0.0075,0.0077,0.0702
Chrom1,19000380,19050380,9525190,39079,0.0059,0.0087,0.0084,0.0723
Chrom1,19050381,19100381,9550190.5,34081,0.0065,0.0085,0.0083,0.0522
Chrom1,19100382,19150382,9575191,39718,0.005,0.0065,0.0063,0.0515
Chrom1,19150383,19200383,9600191.5,38513,0.0056,0.0073,0.0071,0.0551
Chrom1,19200384,19250384,9625192,39179,0.0046,0.0069,0.0064,0.0558
Chrom1,19250385,19300385,9650192.5,37239,0.0049,0.0085,0.0078,0.0802
Chrom1,19300386,19350386,9675193,39044,0.0061,0.0088,0.0086,0.0733
Chrom1,19350387,19400387,9700193.5,37264,0.0046,0.0068,0.0068,0.0926
Chrom1,19400388,19450388,9725194,37443,0.0058,0.0076,0.0076,0.0677
Chrom1,19450389,19500389,9750194.5,28914,0.0084,0.0099,0.0097,0.031
Chrom1,19500390,19550390,9775195,28389,0.0074,0.0091,0.009,0.0426
Chrom1,19550391,19600391,9800195.5,36661,0.005,0.0077,0.008,0.1144
Chrom1,19600392,19650392,9825196,40069,0.0044,0.0066,0.0065,0.0842
Chrom1,19650393,19700393,9850196.5,39420,0.0058,0.0065,0.0067,0.0433
Chrom1,19700394,19750394,9875197,40114,0.0048,0.0065,0.0061,0.0365
Chrom1,19750395,19800395,9900197.5,36719,0.0052,0.0069,0.0066,0.0496
Chrom1,19800396,19850396,9925198,36288,0.0059,0.0081,0.0082,0.0779
Chrom1,19850397,19900397,9950198.5,39195,0.0066,0.0074,0.0073,0.024
Chrom1,19900398,19950398,9975199,38084,0.0081,0.0096,0.0095,0.0367
Chrom1,19950399,20000399,10000199.5,37603,0.0058,0.0075,0.0072,0.0424
Chrom1,20000400,20050400,10025200,38591,0.0048,0.0073,0.0071,0.0777
Chrom1,20050401,20100401,10050200.5,34364,0.0048,0.0082,0.0077,0.0867
Chrom1,20100402,20150402,10075201,37241,0.0076,0.0091,0.0093,0.0557
Chrom1,20150403,20200403,10100201.5,39832,0.0029,0.0053,0.0052,0.1252
Chrom1,20200404,20250404,10125202,34916,0.0054,0.0063,0.0063,0.0374
Chrom1,20250405,20300405,10150202.5,33879,0.0053,0.0066,0.0066,0.0585
Chrom1,20300406,20350406,10175203,35508,0.0074,0.0087,0.0098,0.0979
Chrom1,20350407,20400407,10200203.5,37659,0.0045,0.0075,0.0073,0.0989
Chrom1,20400408,20450408,10225204,37830,0.0059,0.0085,0.0094,0.1365
Chrom1,20450409,20500409,10250204.5,35631,0.0058,0.0075,0.0086,0.1264
Chrom1,20500410,20550410,10275205,36651,0.0059,0.0082,0.0082,0.0758
Chrom1,20550411,20600411,10300205.5,29625,0.0068,0.0083,0.0093,0.1036
Chrom1,20600412,20650412,10325206,37243,0.0061,0.0073,0.0082,0.1053
Chrom1,20650413,20700413,10350206.5,28398,0.0063,0.0103,0.0108,0.1361
Chrom1,20700414,20750414,10375207,33165,0.0062,0.0083,0.0085,0.0817
Chrom1,20750415,20800415,10400207.5,38473,0.0058,0.0072,0.0086,0.1403
Chrom1,20800416,20850416,10425208,26835,0.0059,0.005,0.0079,0.1798
add,20850417,20900417,10450208.5,NA,NA,NA,NA,NA
add,20900418,20950418,10475209,NA,NA,NA,NA,NA
add,20950419,21000419,10500209.5,NA,NA,NA,NA,NA
add,21000420,21050420,10525210,NA,NA,NA,NA,NA
add,21050421,21100421,10550210.5,NA,NA,NA,NA,NA
add,21100422,21150422,10575211,NA,NA,NA,NA,NA
add,21150423,21200423,10600211.5,NA,NA,NA,NA,NA
add,21200424,21250424,10625212,NA,NA,NA,NA,NA
add,21250425,21300425,10650212.5,NA,NA,NA,NA,NA
add,21300426,21350426,10675213,NA,NA,NA,NA,NA
add,21350427,21400427,10700213.5,NA,NA,NA,NA,NA
add,21400428,21450428,10725214,NA,NA,NA,NA,NA
add,21450429,21500429,10750214.5,NA,NA,NA,NA,NA
add,21500430,21550430,10775215,NA,NA,NA,NA,NA
add,21550431,21600431,10800215.5,NA,NA,NA,NA,NA
add,21600432,21650432,10825216,NA,NA,NA,NA,NA
add,21650433,21700433,10850216.5,NA,NA,NA,NA,NA
add,21700434,21750434,10875217,NA,NA,NA,NA,NA
add,21750435,21800435,10900217.5,NA,NA,NA,NA,NA
add,21800436,21850436,10925218,NA,NA,NA,NA,NA
add,21850437,21900437,10950218.5,NA,NA,NA,NA,NA
add,21900438,21950438,10975219,NA,NA,NA,NA,NA
add,21950439,22000439,11000219.5,NA,NA,NA,NA,NA
add,22000440,22050440,11025220,NA,NA,NA,NA,NA
add,22050441,22100441,11050220.5,NA,NA,NA,NA,NA
add,22100442,22150442,11075221,NA,NA,NA,NA,NA
add,22150443,22200443,11100221.5,NA,NA,NA,NA,NA
add,22200444,22250444,11125222,NA,NA,NA,NA,NA
add,22250445,22300445,11150222.5,NA,NA,NA,NA,NA
add,22300446,22350446,11175223,NA,NA,NA,NA,NA
add,22350447,22400447,11200223.5,NA,NA,NA,NA,NA
add,22400448,22450448,11225224,NA,NA,NA,NA,NA
add,22450449,22500449,11250224.5,NA,NA,NA,NA,NA
add,22500450,22550450,11275225,NA,NA,NA,NA,NA
add,22550451,22600451,11300225.5,NA,NA,NA,NA,NA
add,22600452,22650452,11325226,NA,NA,NA,NA,NA
add,22650453,22700453,11350226.5,NA,NA,NA,NA,NA
add,22700454,22750454,11375227,NA,NA,NA,NA,NA
add,22750455,22800455,11400227.5,NA,NA,NA,NA,NA
add,22800456,22850456,11425228,NA,NA,NA,NA,NA
add,22850457,22900457,11450228.5,NA,NA,NA,NA,NA
add,22900458,22950458,11475229,NA,NA,NA,NA,NA
add,22950459,23000459,11500229.5,NA,NA,NA,NA,NA
add,23000460,23050460,11525230,NA,NA,NA,NA,NA
add,23050461,23100461,11550230.5,NA,NA,NA,NA,NA
add,23100462,23150462,11575231,NA,NA,NA,NA,NA
add,23150463,23200463,11600231.5,NA,NA,NA,NA,NA
add,23200464,23250464,11625232,NA,NA,NA,NA,NA
add,23250465,23300465,11650232.5,NA,NA,NA,NA,NA
add,23300466,23350466,11675233,NA,NA,NA,NA,NA
add,23350467,23400467,11700233.5,NA,NA,NA,NA,NA
add,23400468,23450468,11725234,NA,NA,NA,NA,NA
add,23450469,23500469,11750234.5,NA,NA,NA,NA,NA
add,23500470,23550470,11775235,NA,NA,NA,NA,NA
add,23550471,23600471,11800235.5,NA,NA,NA,NA,NA
add,23600472,23650472,11825236,NA,NA,NA,NA,NA
add,23650473,23700473,11850236.5,NA,NA,NA,NA,NA
add,23700474,23750474,11875237,NA,NA,NA,NA,NA
add,23750475,23800475,11900237.5,NA,NA,NA,NA,NA
add,23800476,23850476,11925238,NA,NA,NA,NA,NA
add,23850477,23900477,11950238.5,NA,NA,NA,NA,NA
add,23900478,23950478,11975239,NA,NA,NA,NA,NA
add,23950479,24000479,12000239.5,NA,NA,NA,NA,NA
add,24000480,24050480,12025240,NA,NA,NA,NA,NA
add,24050481,24100481,12050240.5,NA,NA,NA,NA,NA
add,24100482,24150482,12075241,NA,NA,NA,NA,NA
add,24150483,24200483,12100241.5,NA,NA,NA,NA,NA
add,24200484,24250484,12125242,NA,NA,NA,NA,NA
add,24250485,24300485,12150242.5,NA,NA,NA,NA,NA
add,24300486,24350486,12175243,NA,NA,NA,NA,NA
add,24350487,24400487,12200243.5,NA,NA,NA,NA,NA
add,24400488,24450488,12225244,NA,NA,NA,NA,NA
add,24450489,24500489,12250244.5,NA,NA,NA,NA,NA
add,24500490,24550490,12275245,NA,NA,NA,NA,NA
add,24550491,24600491,12300245.5,NA,NA,NA,NA,NA
add,24600492,24650492,12325246,NA,NA,NA,NA,NA
add,24650493,24700493,12350246.5,NA,NA,NA,NA,NA
add,24700494,24750494,12375247,NA,NA,NA,NA,NA
add,24750495,24800495,12400247.5,NA,NA,NA,NA,NA
add,24800496,24850496,12425248,NA,NA,NA,NA,NA
Chrom2,24850497,24900497,12450248.5,33202,0.0085,0.0108,0.0103,0.036
Chrom2,24900498,24950498,12475249,32944,0.0051,0.0073,0.008,0.1332
Chrom2,24950499,25000499,12500249.5,30675,0.0068,0.009,0.0086,0.0406
Chrom2,25000500,25050500,12525250,30434,0.0074,0.0105,0.0106,0.0864
Chrom2,25050501,25100501,12550250.5,34696,0.0085,0.0094,0.0103,0.0692
Chrom2,25100502,25150502,12575251,36262,0.0071,0.0092,0.0094,0.0715
Chrom2,25150503,25200503,12600251.5,34607,0.0105,0.0112,0.0116,0.0358
Chrom2,25200504,25250504,12625252,32101,0.005,0.0092,0.0087,0.1084
Chrom2,25250505,25300505,12650252.5,32245,0.0072,0.0109,0.0111,0.1025
Chrom2,25300506,25350506,12675253,29007,0.0068,0.0089,0.0095,0.0966
Chrom2,25350507,25400507,12700253.5,25230,0.0068,0.0114,0.0109,0.0949
Chrom2,25400508,25450508,12725254,26287,0.007,0.0095,0.0096,0.0791
Chrom2,25450509,25500509,12750254.5,30839,0.0047,0.0081,0.0076,0.0907
Chrom2,25500510,25550510,12775255,33259,0.0068,0.0097,0.0099,0.0954
Chrom2,25550511,25600511,12800255.5,34097,0.0052,0.0086,0.011,0.235
Chrom2,25600512,25650512,12825256,38647,0.0047,0.0075,0.0076,0.113
Chrom2,25650513,25700513,12850256.5,36972,0.0056,0.008,0.0081,0.0888
Chrom2,25700514,25750514,12875257,40345,0.0032,0.0068,0.0066,0.1503
Chrom2,25750515,25800515,12900257.5,42085,0.0052,0.0061,0.0064,0.0634
Chrom2,25800516,25850516,12925258,36286,0.0045,0.0055,0.0057,0.0604
Chrom2,25850517,25900517,12950258.5,40461,0.0053,0.0071,0.0069,0.0567
Chrom2,25900518,25950518,12975259,39142,0.006,0.0083,0.0082,0.0725
Chrom2,25950519,26000519,13000259.5,38176,0.0059,0.0088,0.0086,0.0838
Chrom2,26000520,26050520,13025260,38300,0.0066,0.0084,0.0088,0.0831
Chrom2,26050521,26100521,13050260.5,38204,0.005,0.0092,0.0093,0.1379
Chrom2,26100522,26150522,13075261,32812,0.0076,0.0097,0.0099,0.0705
Chrom2,26150523,26200523,13100261.5,37588,0.008,0.0102,0.0099,0.0465
Chrom2,26200524,26250524,13125262,36842,0.007,0.0104,0.0101,0.078
Chrom2,26250525,26300525,13150262.5,34142,0.0055,0.0093,0.0098,0.1457
Chrom2,26300526,26350526,13175263,20693,0.0081,0.0116,0.0116,0.0831
Chrom2,26350527,26400527,13200263.5,35249,0.005,0.0069,0.0075,0.1143
Chrom2,26400528,26450528,13225264,39825,0.0066,0.0078,0.0081,0.0608
Chrom2,26450529,26500529,13250264.5,37416,0.0055,0.0074,0.0074,0.0727
Chrom2,26500530,26550530,13275265,31955,0.0082,0.0088,0.0096,0.0642
Chrom2,26550531,26600531,13300265.5,31234,0.0083,0.0101,0.0104,0.063
Chrom2,26600532,26650532,13325266,35594,0.0064,0.0097,0.0092,0.0734
Chrom2,26650533,26700533,13350266.5,31036,0.0058,0.0083,0.008,0.0653
Chrom2,26700534,26750534,13375267,36924,0.005,0.0068,0.0066,0.0618
Chrom2,26750535,26800535,13400267.5,37062,0.004,0.0066,0.0068,0.1289
Chrom2,26800536,26850536,13425268,31991,0.0074,0.009,0.0096,0.0781
Chrom2,26850537,26900537,13450268.5,37145,0.0057,0.0088,0.0086,0.089
Chrom2,26900538,26950538,13475269,34858,0.0042,0.0068,0.0071,0.131
Chrom2,26950539,27000539,13500269.5,35192,0.0074,0.0096,0.0099,0.0808
Chrom2,27000540,27050540,13525270,37856,0.006,0.009,0.0089,0.0831
Chrom2,27050541,27100541,13550270.5,34264,0.0056,0.0079,0.0077,0.0661
Chrom2,27100542,27150542,13575271,32690,0.0074,0.0096,0.0096,0.0632
Chrom2,27150543,27200543,13600271.5,30283,0.0075,0.0092,0.0092,0.0483
Chrom2,27200544,27250544,13625272,28023,0.0087,0.0104,0.0106,0.0579
Chrom2,27250545,27300545,13650272.5,32750,0.0091,0.0107,0.011,0.0529
Chrom2,27300546,27350546,13675273,31860,0.0086,0.0106,0.0104,0.0432
Chrom2,27350547,27400547,13700273.5,30221,0.005,0.0061,0.0063,0.0632
Chrom2,27400548,27450548,13725274,38973,0.0056,0.0071,0.0075,0.0886
Chrom2,27450549,27500549,13750274.5,24051,0.0126,0.0129,0.0132,0.0162
Chrom2,27500550,27550550,13775275,32620,0.0087,0.0091,0.0098,0.0505
Chrom2,27550551,27600551,13800275.5,35883,0.0064,0.0077,0.0076,0.0366
Chrom2,27600552,27650552,13825276,37330,0.007,0.0088,0.0089,0.0567
Chrom2,27650553,27700553,13850276.5,33162,0.0081,0.0092,0.0093,0.0351
Chrom2,27700554,27750554,13875277,26240,0.0055,0.0077,0.009,0.1616
Chrom2,27750555,27800555,13900277.5,32644,0.009,0.0095,0.0105,0.0658
Chrom2,27800556,27850556,13925278,28200,0.0084,0.0113,0.0113,0.0705
Chrom2,27850557,27900557,13950278.5,22944,0.0076,0.0094,0.0097,0.0688
Chrom2,27900558,27950558,13975279,31762,0.0086,0.0098,0.0102,0.0527
Chrom2,27950559,28000559,14000279.5,30754,0.0076,0.0101,0.0097,0.0487
Chrom2,28000560,28050560,14025280,37754,0.0079,0.0105,0.0106,0.073
Chrom2,28050561,28100561,14050280.5,34871,0.0074,0.0097,0.0096,0.0603
Chrom2,28100562,28150562,14075281,31091,0.0066,0.0084,0.0083,0.0526
Chrom2,28150563,28200563,14100281.5,34402,0.0071,0.0079,0.0085,0.0654
Chrom2,28200564,28250564,14125282,35291,0.0096,0.0106,0.0107,0.0306
Chrom2,28250565,28300565,14150282.5,37575,0.006,0.0076,0.0075,0.0501
Chrom2,28300566,28350566,14175283,33486,0.0061,0.0077,0.0073,0.0274
Chrom2,28350567,28400567,14200283.5,32333,0.007,0.0076,0.0082,0.0597
Chrom2,28400568,28450568,14225284,20469,0.0062,0.0087,0.0087,0.0797
Chrom2,28450569,28500569,14250284.5,38060,0.0052,0.0062,0.0067,0.0868
Chrom2,28500570,28550570,14275285,39413,0.0049,0.0062,0.0065,0.0795
Chrom2,28550571,28600571,14300285.5,35730,0.0046,0.0049,0.0052,0.0488
Chrom2,28600572,28650572,14325286,36467,0.0068,0.0079,0.0082,0.06
Chrom2,28650573,28700573,14350286.5,33765,0.0081,0.0095,0.0098,0.0519
Chrom2,28700574,28750574,14375287,33572,0.0044,0.0068,0.0068,0.1008
Chrom2,28750575,28800575,14400287.5,38784,0.0047,0.0054,0.0057,0.0585
Chrom2,28800576,28850576,14425288,36757,0.007,0.0077,0.0088,0.089
Chrom2,28850577,28900577,14450288.5,37665,0.0068,0.0088,0.0088,0.0642
Chrom2,28900578,28950578,14475289,36493,0.0059,0.0097,0.0094,0.0996
Chrom2,28950579,29000579,14500289.5,37446,0.007,0.0098,0.0099,0.0832
Chrom2,29000580,29050580,14525290,35219,0.0071,0.0097,0.0097,0.0741
Chrom2,29050581,29100581,14550290.5,37105,0.0071,0.0079,0.0084,0.0569
Chrom2,29100582,29150582,14575291,34048,0.0073,0.0085,0.0086,0.0456
Chrom2,29150583,29200583,14600291.5,33197,0.006,0.0086,0.0084,0.0756
Chrom2,29200584,29250584,14625292,36867,0.0087,0.0103,0.0106,0.0542
Chrom2,29250585,29300585,14650292.5,37400,0.0072,0.0096,0.0093,0.0519
Chrom2,29300586,29350586,14675293,39988,0.0062,0.0085,0.0085,0.0774
Chrom2,29350587,29400587,14700293.5,37585,0.0049,0.0074,0.0076,0.1081
Chrom2,29400588,29450588,14725294,38300,0.0054,0.007,0.0071,0.0641
Chrom2,29450589,29500589,14750294.5,33352,0.0065,0.0089,0.0085,0.0478
Chrom2,29500590,29550590,14775295,35778,0.0043,0.0059,0.0058,0.0597
Chrom2,29550591,29600591,14800295.5,37218,0.0067,0.0079,0.0082,0.0603
Chrom2,29600592,29650592,14825296,34117,0.0063,0.0077,0.0081,0.0704
Chrom2,29650593,29700593,14850296.5,36570,0.005,0.0069,0.0071,0.0934
Chrom2,29700594,29750594,14875297,39716,0.0053,0.0071,0.0068,0.0508
Chrom2,29750595,29800595,14900297.5,34588,0.0053,0.0067,0.0065,0.039
Chrom2,29800596,29850596,14925298,30922,0.005,0.0075,0.0078,0.1152
Chrom2,29850597,29900597,14950298.5,31324,0.0048,0.0087,0.0083,0.1065
Chrom2,29900598,29950598,14975299,35400,0.0068,0.0091,0.0097,0.1019
Chrom2,29950599,30000599,15000299.5,29445,0.0071,0.0081,0.0085,0.0577
Chrom2,30000600,30050600,15025300,37485,0.0092,0.0092,0.0103,0.0538
Chrom2,30050601,30100601,15050300.5,34692,0.0068,0.0089,0.009,0.0706
Chrom2,30100602,30150602,15075301,26183,0.0136,0.0147,0.0149,0.0265
Chrom2,30150603,30200603,15100301.5,30765,0.0079,0.0098,0.0097,0.0478
Chrom2,30200604,30250604,15125302,39289,0.0044,0.0061,0.006,0.0678
Chrom2,30250605,30300605,15150302.5,38861,0.0046,0.0054,0.0058,0.0783
Chrom2,30300606,30350606,15175303,36133,0.0075,0.0083,0.0091,0.0737
Chrom2,30350607,30400607,15200303.5,39292,0.0071,0.0082,0.0082,0.0369
Chrom2,30400608,30450608,15225304,37870,0.0059,0.0079,0.0076,0.049
Chrom2,30450609,30500609,15250304.5,30154,0.0068,0.0089,0.0088,0.0562
Chrom2,30500610,30550610,15275305,37194,0.005,0.0067,0.0064,0.0478
Chrom2,30550611,30600611,15300305.5,36120,0.0062,0.0076,0.0077,0.052
Chrom2,30600612,30650612,15325306,41149,0.0033,0.0057,0.0056,0.1128
Chrom2,30650613,30700613,15350306.5,34985,0.0061,0.006,0.0073,0.0951
Chrom2,30700614,30750614,15375307,35559,0.0058,0.0074,0.0073,0.0512
Chrom2,30750615,30800615,15400307.5,36009,0.0074,0.0087,0.0091,0.0619
Chrom2,30800616,30850616,15425308,37947,0.0075,0.01,0.0103,0.0845
Chrom2,30850617,30900617,15450308.5,36368,0.0073,0.0093,0.0094,0.0632
Chrom2,30900618,30950618,15475309,34132,0.0072,0.0097,0.0095,0.0614
Chrom2,30950619,31000619,15500309.5,31748,0.0047,0.0099,0.0086,0.0846
Chrom2,31000620,31050620,15525310,25310,0.006,0.0089,0.0099,0.149
Chrom2,31050621,31100621,15550310.5,37767,0.008,0.0097,0.0099,0.0589
Chrom2,31100622,31150622,15575311,22007,0.0066,0.0089,0.0096,0.1129
Chrom2,31150623,31200623,15600311.5,29731,0.008,0.0102,0.0107,0.085
Chrom2,31200624,31250624,15625312,31742,0.0059,0.008,0.0079,0.0717
Chrom2,31250625,31300625,15650312.5,37855,0.0081,0.0097,0.01,0.0594
Chrom2,31300626,31350626,15675313,36901,0.007,0.0087,0.0086,0.0462
Chrom2,31350627,31400627,15700313.5,32672,0.0056,0.0072,0.0073,0.0681
Chrom2,31400628,31450628,15725314,36069,0.006,0.0099,0.0099,0.1169
Chrom2,31450629,31500629,15750314.5,32294,0.0079,0.0083,0.0093,0.0661
Chrom2,31500630,31550630,15775315,28211,0.006,0.0088,0.0086,0.0774
Chrom2,31550631,31600631,15800315.5,29715,0.0077,0.0094,0.0097,0.0626
Chrom2,31600632,31650632,15825316,31769,0.006,0.0094,0.0103,0.1483
Chrom2,31650633,31700633,15850316.5,21135,0.0055,0.0078,0.0087,0.1371
Chrom2,31700634,31750634,15875317,36147,0.0075,0.0092,0.0089,0.0328
Chrom2,31750635,31800635,15900317.5,26794,0.0075,0.0101,0.0096,0.0447
Chrom2,31800636,31850636,15925318,35066,0.0075,0.0085,0.0093,0.0764
Chrom2,31850637,31900637,15950318.5,30778,0.0089,0.0109,0.0111,0.0555
Chrom2,31900638,31950638,15975319,30445,0.0063,0.0087,0.0089,0.0882
Chrom2,31950639,32000639,16000319.5,36976,0.0068,0.0098,0.01,0.0953
Chrom2,32000640,32050640,16025320,36055,0.0069,0.0097,0.0099,0.0909
Chrom2,32050641,32100641,16050320.5,31375,0.0065,0.009,0.009,0.0769
Chrom2,32100642,32150642,16075321,35463,0.0057,0.0081,0.0082,0.0906
Chrom2,32150643,32200643,16100321.5,28941,0.0068,0.0078,0.0079,0.0398
Chrom2,32200644,32250644,16125322,38877,0.0068,0.0074,0.0078,0.0512
Chrom2,32250645,32300645,16150322.5,37871,0.0054,0.0075,0.0075,0.0816
Chrom2,32300646,32350646,16175323,39602,0.0047,0.0077,0.0076,0.1018
Chrom2,32350647,32400647,16200323.5,38957,0.0059,0.0084,0.0082,0.0658
Chrom2,32400648,32450648,16225324,37718,0.005,0.0071,0.0075,0.1085
Chrom2,32450649,32500649,16250324.5,38987,0.0053,0.0078,0.0074,0.0605
Chrom2,32500650,32550650,16275325,35967,0.0058,0.007,0.0069,0.0395
Chrom2,32550651,32600651,16300325.5,35632,0.0081,0.0106,0.0102,0.0444
Chrom2,32600652,32650652,16325326,35851,0.0065,0.0085,0.0088,0.0852
Chrom2,32650653,32700653,16350326.5,30710,0.0072,0.0099,0.0095,0.0567
Chrom2,32700654,32750654,16375327,34828,0.0074,0.0093,0.0098,0.0781
Chrom2,32750655,32800655,16400327.5,33291,0.0068,0.008,0.0091,0.1063
Chrom2,32800656,32850656,16425328,29817,0.0047,0.0099,0.0101,0.1657
Chrom2,32850657,32900657,16450328.5,16459,0.0065,0.0112,0.0108,0.104
Chrom2,32900658,32950658,16475329,18043,0.0038,0.0095,0.0106,0.2407
Chrom2,32950659,33000659,16500329.5,26412,0.0047,0.0087,0.009,0.1516
Chrom2,33000660,33050660,16525330,34677,0.006,0.0093,0.009,0.0847
Chrom2,33050661,33100661,16550330.5,36861,0.0086,0.011,0.0107,0.0464
Chrom2,33100662,33150662,16575331,30511,0.0084,0.0104,0.0116,0.1081
Chrom2,33150663,33200663,16600331.5,37579,0.0053,0.0098,0.0097,0.1303
Chrom2,33200664,33250664,16625332,29398,0.0054,0.0095,0.0093,0.1171
Chrom2,33250665,33300665,16650332.5,27552,0.0091,0.0113,0.0118,0.0743
Chrom2,33300666,33350666,16675333,37641,0.0065,0.0082,0.0085,0.0729
Chrom2,33350667,33400667,16700333.5,34271,0.0069,0.009,0.009,0.0611
Chrom2,33400668,33450668,16725334,33889,0.0059,0.008,0.008,0.076
Chrom2,33450669,33500669,16750334.5,38497,0.0055,0.0078,0.0086,0.1328
Chrom2,33500670,33550670,16775335,36426,0.0037,0.006,0.0055,0.0731
Chrom2,33550671,33600671,16800335.5,39834,0.0049,0.0062,0.0061,0.0505
Chrom2,33600672,33650672,16825336,31076,0.0077,0.0104,0.01,0.0516
Chrom2,33650673,33700673,16850336.5,32287,0.0083,0.0097,0.0099,0.0476
Chrom2,33700674,33750674,16875337,30290,0.0118,0.0145,0.0141,0.0353
Chrom2,33750675,33800675,16900337.5,15883,0.0105,0.0115,0.0113,0.0128
Chrom2,33800676,33850676,16925338,25474,0.0142,0.0148,0.0148,0.0105
Chrom2,33850677,33900677,16950338.5,24888,0.0137,0.0164,0.0163,0.0401
Chrom2,33900678,33950678,16975339,28517,0.0104,0.0126,0.0122,0.0289
Chrom2,33950679,34000679,17000339.5,36752,0.0073,0.0096,0.0091,0.0393
Chrom2,34000680,34050680,17025340,28837,0.0061,0.0074,0.0077,0.0695
Chrom2,34050681,34100681,17050340.5,38093,0.0059,0.0074,0.0073,0.049
Chrom2,34100682,34150682,17075341,34185,0.0058,0.0089,0.0083,0.0626
